OHSU1 	Q0	90350732	0	102.51925537920674	custom
OHSU1 	Q0	89244872	1	89.95841461317406	custom
OHSU1 	Q0	90191472	2	86.62139576687535	custom
OHSU1 	Q0	90299705	3	86.22550301519281	custom
OHSU1 	Q0	91035833	4	81.97342453930148	custom
OHSU1 	Q0	90102641	5	78.42980011520837	custom
OHSU1 	Q0	91336317	6	78.16595289812624	custom
OHSU1 	Q0	89270656	7	76.44463792028915	custom
OHSU1 	Q0	91073036	8	75.95360813023858	custom
OHSU1 	Q0	90233287	9	74.89032368429108	custom
OHSU1 	Q0	88201371	10	73.92983263998511	custom
OHSU1 	Q0	89182887	11	73.82213934993796	custom
OHSU1 	Q0	91016084	12	73.44059604936376	custom
OHSU1 	Q0	89184080	13	72.14453495628211	custom
OHSU1 	Q0	88244033	14	72.05041417839301	custom
OHSU1 	Q0	89318679	15	71.88226940679692	custom
OHSU1 	Q0	91044405	16	71.58120702472677	custom
OHSU1 	Q0	89270887	17	71.49911781025274	custom
OHSU1 	Q0	89201700	18	71.04164457720212	custom
OHSU1 	Q0	90102639	19	70.99310086204049	custom
OHSU1 	Q0	91209307	20	70.95695770763817	custom
OHSU1 	Q0	90122207	21	69.47456673645198	custom
OHSU1 	Q0	90010830	22	69.47125032550903	custom
OHSU1 	Q0	88161249	23	69.47057005586257	custom
OHSU1 	Q0	88004376	24	69.39082009319164	custom
OHSU1 	Q0	88089217	25	69.35487683947966	custom
OHSU1 	Q0	88169944	26	68.9703330364196	custom
OHSU1 	Q0	88151798	27	68.76783597206914	custom
OHSU1 	Q0	89201704	28	68.31804201600514	custom
OHSU1 	Q0	89244873	29	67.90907871973558	custom
OHSU1 	Q0	89262991	30	67.874207194295	custom
OHSU1 	Q0	91051706	31	67.75487321473919	custom
OHSU1 	Q0	90300026	32	67.64380610086208	custom
OHSU1 	Q0	90126601	33	67.6435391942576	custom
OHSU1 	Q0	90102637	34	67.61290121042427	custom
OHSU1 	Q0	90127493	35	67.11808725916696	custom
OHSU1 	Q0	90102642	36	67.04103477044568	custom
OHSU1 	Q0	89371439	37	66.78208822644683	custom
OHSU1 	Q0	89156302	38	66.40181625542208	custom
OHSU1 	Q0	90318686	39	66.4004432462759	custom
OHSU1 	Q0	91310766	40	66.38301900533354	custom
